? (nm);T (%);? (nm);OD
340.8;1.29987E-06;340.8;7.8861
341;1.20921E-06;341;7.9175
341.2;1.31401E-06;341.2;7.8814
341.4;1.66763E-06;341.4;7.7779
341.6;2.47799E-06;341.6;7.6059
341.8;4.33012E-06;341.8;7.3635
342;9.05316E-06;342;7.0432
342.2;2.49115E-05;342.2;6.6036
342.4;0.000110053;342.4;5.9584
342.6;5.01534E-05;342.6;6.2997
342.8;1.1102E-05;342.8;6.9546
343;4.37623E-06;343;7.3589
343.2;2.45132E-06;343.2;7.6106
343.4;1.78813E-06;343.4;7.7476
343.6;1.66341E-06;343.6;7.779
343.8;2.02488E-06;343.8;7.6936
344;3.58757E-06;344;7.4452
344.2;1.32954E-05;344.2;6.8763
344.4;3.6191E-05;344.4;6.4414
344.6;4.38935E-06;344.6;7.3576
344.8;1.5153E-06;344.8;7.8195
345;8.32914E-07;345;8.0794
345.2;5.96898E-07;345.2;8.2241
345.4;5.15703E-07;345.4;8.2876
345.6;5.12035E-07;345.6;8.2907
345.8;5.71479E-07;345.8;8.243
346;7.04693E-07;346;8.152
346.2;9.44496E-07;346.2;8.0248
346.4;1.35363E-06;346.4;7.8685
346.6;2.05258E-06;346.6;7.6877
346.8;3.30446E-06;346.8;7.4809
347;5.8264E-06;347;7.2346
347.2;1.19619E-05;347.2;6.9222
347.4;3.111E-05;347.4;6.5071
347.6;9.89008E-05;347.6;6.0048
347.8;0.000175509;347.8;5.7557
348;0.000176279;348;5.7538
348.2;0.000243669;348.2;5.6132
348.4;0.000106832;348.4;5.9713
348.6;2.36211E-05;348.6;6.6267
348.8;8.04081E-06;348.8;7.0947
349;3.83354E-06;349;7.4164
349.2;2.32434E-06;349.2;7.6337
349.4;1.70294E-06;349.4;7.7688
349.6;1.47197E-06;349.6;7.8321
349.8;1.49039E-06;349.8;7.8267
350;1.78279E-06;350;7.7489
350.2;2.59956E-06;350.2;7.5851
350.4;4.99689E-06;350.4;7.3013
350.6;1.59111E-05;350.6;6.7983
350.8;0.000209942;350.8;5.6779
351;4.05882E-05;351;6.3916
351.2;1.06145E-05;351.2;6.9741
351.4;5.7372E-06;351.4;7.2413
351.6;4.31122E-06;351.6;7.3654
351.8;3.99209E-06;351.8;7.3988
352;4.3381E-06;352;7.3627
352.2;5.43375E-06;352.2;7.2649
352.4;7.89769E-06;352.4;7.1025
352.6;1.38548E-05;352.6;6.8584
352.8;3.26212E-05;352.8;6.4865
353;0.00012735;353;5.895
353.2;0.0001834;353.2;5.7366
353.4;4.8317E-05;353.4;6.3159
353.6;2.15229E-05;353.6;6.6671
353.8;1.37436E-05;353.8;6.8619
354;1.11199E-05;354;6.9539
354.2;1.08543E-05;354.2;6.9644
354.4;1.25806E-05;354.4;6.9003
354.6;1.7386E-05;354.6;6.7598
354.8;2.92415E-05;354.8;6.534
355;6.19869E-05;355;6.2077
355.2;0.000165425;355.2;5.7814
355.4;0.000363162;355.4;5.4399
355.6;0.00030507;355.6;5.5156
355.8;0.000181009;355.8;5.7423
356;0.000102967;356;5.9873
356.2;5.65979E-05;356.2;6.2472
356.4;3.2719E-05;356.4;6.4852
356.6;2.13944E-05;356.6;6.6697
356.8;1.63117E-05;356.8;6.7875
357;1.47096E-05;357;6.8324
357.2;1.59956E-05;357.2;6.796
357.4;2.19735E-05;357.4;6.6581
357.6;4.30626E-05;357.6;6.3659
357.8;0.000184544;357.8;5.7339
358;0.000785416;358;5.1049
358.2;6.54938E-05;358.2;6.1838
358.4;2.22331E-05;358.4;6.653
358.6;1.2218E-05;358.6;6.913
358.8;8.73776E-06;358.8;7.0586
359;7.52489E-06;359;7.1235
359.2;7.5631E-06;359.2;7.1213
359.4;8.78011E-06;359.4;7.0565
359.6;1.18304E-05;359.6;6.927
359.8;1.88408E-05;359.8;6.7249
360;3.65595E-05;360;6.437
360.2;8.63774E-05;360.2;6.0636
360.4;0.000180842;360.4;5.7427
360.6;0.000179556;360.6;5.7458
360.8;0.000144777;360.8;5.8393
361;0.00016151;361;5.7918
361.2;0.000305492;361.2;5.515
361.4;0.000769308;361.4;5.1139
361.6;0.000196246;361.6;5.7072
361.8;5.43751E-05;361.8;6.2646
362;2.43108E-05;362;6.6142
362.2;1.46352E-05;362.2;6.8346
362.4;1.09572E-05;362.4;6.9603
362.6;9.8992E-06;362.6;7.0044
362.8;1.0782E-05;362.8;6.9673
363;1.45646E-05;363;6.8367
363.2;2.63209E-05;363.2;6.5797
363.4;7.53356E-05;363.4;6.123
363.6;0.000228034;363.6;5.642
363.8;7.48514E-05;363.8;6.1258
364;3.05422E-05;364;6.5151
364.2;2.03751E-05;364.2;6.6909
364.4;1.98472E-05;364.4;6.7023
364.6;2.93157E-05;364.6;6.5329
364.8;8.92483E-05;364.8;6.0494
365;0.000314992;365;5.5017
365.2;3.07044E-05;365.2;6.5128
365.4;9.04482E-06;365.4;7.0436
365.6;4.38935E-06;365.6;7.3576
365.8;2.82488E-06;365.8;7.549
366;2.23615E-06;366;7.6505
366.2;2.12276E-06;366.2;7.6731
366.4;2.42717E-06;366.4;7.6149
366.6;3.48017E-06;366.6;7.4584
366.8;7.02749E-06;366.8;7.1532
367;3.04159E-05;367;6.5169
367.2;0.000269588;367.2;5.5693
367.4;1.44577E-05;367.4;6.8399
367.6;4.84061E-06;367.6;7.3151
367.8;2.74031E-06;367.8;7.5622
368;2.06063E-06;368;7.686
368.2;1.90546E-06;368.2;7.72
368.4;2.11641E-06;368.4;7.6744
368.6;2.84315E-06;368.6;7.5462
368.8;4.81504E-06;368.8;7.3174
369;1.15266E-05;369;6.9383
369.2;5.80631E-05;369.2;6.2361
369.4;0.001243942;369.4;4.9052
369.6;5.61436E-05;369.6;6.2507
369.8;2.34261E-05;369.8;6.6303
370;1.62892E-05;370;6.7881
370.2;1.23027E-05;370.2;6.91
370.4;7.81628E-06;370.4;7.107
370.6;4.3411E-06;370.6;7.3624
370.8;2.48886E-06;370.8;7.604
371;1.59735E-06;371;7.7966
371.2;1.16681E-06;371.2;7.933
371.4;9.68055E-07;371.4;8.0141
371.6;9.09494E-07;371.6;8.0412
371.8;9.69393E-07;371.8;8.0135
372;1.1844E-06;372;7.9265
372.2;1.69863E-06;372.2;7.7699
372.4;3.01439E-06;372.4;7.5208
372.6;7.52662E-06;372.6;7.1234
372.8;4.21308E-05;372.8;6.3754
373;0.00076542;373;5.1161
373.2;2.85365E-05;373.2;6.5446
373.4;1.19097E-05;373.4;6.9241
373.6;8.70964E-06;373.6;7.06
373.8;8.81455E-06;373.8;7.0548
374;1.16923E-05;374;6.9321
374.2;2.08353E-05;374.2;6.6812
374.4;5.68853E-05;374.4;6.245
374.6;0.000422474;374.6;5.3742
374.8;0.002397176;374.8;4.6203
375;0.000217972;375;5.6616
375.2;0.000107029;375.2;5.9705
375.4;6.80299E-05;375.4;6.1673
375.6;4.05789E-05;375.6;6.3917
375.8;2.38671E-05;375.8;6.6222
376;1.54383E-05;376;6.8114
376.2;1.15878E-05;376.2;6.936
376.4;1.02164E-05;376.4;6.9907
376.6;1.05269E-05;376.6;6.9777
376.8;1.24595E-05;376.8;6.9045
377;1.62967E-05;377;6.7879
377.2;2.273E-05;377.2;6.6434
377.4;3.74973E-05;377.4;6.426
377.6;0.000150661;377.6;5.822
377.8;0.000178033;377.8;5.7495
378;8.66164E-06;378;7.0624
378.2;1.81217E-06;378.2;7.7418
378.4;5.91289E-07;378.4;8.2282
378.6;2.4615E-07;378.6;8.6088
378.8;1.20976E-07;378.8;8.9173
379;6.74528E-08;379;9.171
379.2;4.17061E-08;379.2;9.3798
379.4;2.81838E-08;379.4;9.55
379.6;2.06253E-08;379.6;9.6856
379.8;1.6248E-08;379.8;9.7892
380;1.37341E-08;380;9.8622
380.2;1.24537E-08;380.2;9.9047
380.4;1.21311E-08;380.4;9.9161
380.6;1.27614E-08;380.6;9.8941
380.8;1.46521E-08;380.8;9.8341
381;1.87197E-08;381;9.7277
381.2;2.76503E-08;381.2;9.5583
381.4;5.14873E-08;381.4;9.2883
381.6;1.56351E-07;381.6;8.8059
381.8;5.52586E-06;381.8;7.2576
382;2.80156E-07;382;8.5526
382.2;5.2723E-08;382.2;9.278
382.4;2.06586E-08;382.4;9.6849
382.6;1.07004E-08;382.6;9.9706
382.8;6.45357E-09;382.8;10.1902
383;4.30328E-09;383;10.3662
383.2;3.09599E-09;383.2;10.5092
383.4;2.3752E-09;383.4;10.6243
383.6;1.93419E-09;383.6;10.7135
383.8;1.67148E-09;383.8;10.7769
384;1.5378E-09;384;10.8131
384.2;1.5167E-09;384.2;10.8191
384.4;1.62293E-09;384.4;10.7897
384.6;1.92353E-09;384.6;10.7159
384.8;2.62422E-09;384.8;10.581
385;4.47198E-09;385;10.3495
385.2;1.19729E-08;385.2;9.9218
385.4;2.06919E-07;385.4;8.6842
385.6;3.04159E-08;385.6;9.5169
385.8;4.86295E-09;385.8;10.3131
386;1.83527E-09;386;10.7363
386.2;9.53235E-10;386.2;11.0208
386.4;5.9197E-10;386.4;11.2277
386.6;4.14859E-10;386.6;11.3821
386.8;3.18713E-10;386.8;11.4966
387;2.6418E-10;387;11.5781
387.2;2.34045E-10;387.2;11.6307
387.4;2.20648E-10;387.4;11.6563
387.6;2.208E-10;387.6;11.656
387.8;2.34801E-10;387.8;11.6293
388;2.66195E-10;388;11.5748
388.2;3.24116E-10;388.2;11.4893
388.4;4.29141E-10;388.4;11.3674
388.6;6.3183E-10;388.6;11.1994
388.8;1.0792E-09;388.8;10.9669
389;2.34747E-09;389;10.6294
389.2;8.60399E-09;389.2;10.0653
389.4;5.98274E-07;389.4;8.2231
389.6;1.72942E-08;389.6;9.7621
389.8;4.19276E-09;389.8;10.3775
390;2.05779E-09;390;10.6866
390.2;1.35894E-09;390.2;10.8668
390.4;1.05414E-09;390.4;10.9771
390.6;9.1622E-10;390.6;11.038
390.8;8.70763E-10;390.8;11.0601
391;8.931E-10;391;11.0491
391.2;9.81974E-10;391.2;11.0079
391.4;1.15452E-09;391.4;10.9376
391.6;1.45245E-09;391.6;10.8379
391.8;1.96336E-09;391.8;10.707
392;2.87806E-09;392;10.5409
392.2;4.64943E-09;392.2;10.3326
392.4;8.52511E-09;392.4;10.0693
392.6;1.88278E-08;392.6;9.7252
392.8;5.80363E-08;392.8;9.2363
393;4.46581E-07;393;8.3501
393.2;2.4088E-06;393.2;7.6182
393.4;1.96925E-07;393.4;8.7057
393.6;8.84504E-08;393.6;9.0533
393.8;6.22157E-08;393.8;9.2061
394;5.55009E-08;394;9.2557
394.2;5.88708E-08;394.2;9.2301
394.4;7.35021E-08;394.4;9.1337
394.6;1.11944E-07;394.6;8.951
394.8;2.35939E-07;394.8;8.6272
395;1.15213E-06;395;7.9385
395.2;7.54397E-06;395.2;7.1224
395.4;3.16228E-07;395.4;8.5
395.6;9.33684E-08;395.6;9.0298
395.8;4.36114E-08;395.8;9.3604
396;2.55153E-08;396;9.5932
396.2;1.72306E-08;396.2;9.7637
396.4;1.2942E-08;396.4;9.888
396.6;1.06096E-08;396.6;9.9743
396.8;9.3994E-09;396.8;10.0269
397;8.9619E-09;397;10.0476
397.2;9.19814E-09;397.2;10.0363
397.4;1.02047E-08;397.4;9.9912
397.6;1.23652E-08;397.6;9.9078
397.8;1.66725E-08;397.8;9.778
398;2.59478E-08;398;9.5859
398.2;5.04429E-08;398.2;9.2972
398.4;1.52581E-07;398.4;8.8165
398.6;2.58404E-06;398.6;7.5877
398.8;6.08275E-07;398.8;8.2159
399;1.07473E-07;399;8.9687
399.2;4.70219E-08;399.2;9.3277
399.4;2.87276E-08;399.4;9.5417
399.6;2.12178E-08;399.6;9.6733
399.8;1.78896E-08;399.8;9.7474
400;1.67687E-08;400;9.7755
400.2;1.72703E-08;400.2;9.7627
400.4;1.94312E-08;400.4;9.7115
400.6;2.39773E-08;400.6;9.6202
400.8;3.28852E-08;400.8;9.483
401;5.14991E-08;401;9.2882
401.2;9.75663E-08;401.2;9.0107
401.4;2.58048E-07;401.4;8.5883
401.6;1.66763E-06;401.6;7.7779
401.8;9.2406E-06;401.8;7.0343
402;6.17163E-07;402;8.2096
402.2;2.42661E-07;402.2;8.615
402.4;1.51356E-07;402.4;8.82
402.6;1.20615E-07;402.6;8.9186
402.8;1.14446E-07;402.8;8.9414
403;1.26474E-07;403;8.898
403.2;1.63946E-07;403.2;8.7853
403.4;2.60196E-07;403.4;8.5847
403.6;5.72005E-07;403.6;8.2426
403.8;2.79705E-06;403.8;7.5533
404;3.15646E-05;404;6.5008
404.2;1.12538E-06;404.2;7.9487
404.4;3.57437E-07;404.4;8.4468
404.6;1.84204E-07;404.6;8.7347
404.8;1.20033E-07;404.8;8.9207
405;9.06358E-08;405;9.0427
405.2;7.61904E-08;405.2;9.1181
405.4;6.9759E-08;405.4;9.1564
405.6;6.87385E-08;405.6;9.1628
405.8;7.24102E-08;405.8;9.1402
406;8.12643E-08;406;9.0901
406.2;9.71852E-08;406.2;9.0124
406.4;1.24165E-07;406.4;8.906
406.6;1.7053E-07;406.6;8.7682
406.8;2.54624E-07;406.8;8.5941
407;4.21794E-07;407;8.3749
407.2;8.04081E-07;407.2;8.0947
407.4;1.90766E-06;407.4;7.7195
407.6;6.97429E-06;407.6;7.1565
407.8;0.000127997;407.8;5.8928
408;4.67089E-05;408;6.3306
408.2;9.84238E-06;408.2;7.0069
408.4;5.30274E-06;408.4;7.2755
408.6;4.03831E-06;408.6;7.3938
408.8;3.75924E-06;408.8;7.4249
409;4.04483E-06;409;7.3931
409.2;4.917E-06;409.2;7.3083
409.4;6.70965E-06;409.4;7.1733
409.6;1.03348E-05;409.6;6.9857
409.8;1.83316E-05;409.8;6.7368
410;3.91471E-05;410;6.4073
410.2;0.000111686;410.2;5.952
410.4;0.000586003;410.4;5.2321
410.6;0.036669079;410.6;3.4357
410.8;0.00151182;410.8;4.8205
411;0.000668036;411;5.1752
411.2;0.000609537;411.2;5.215
411.4;0.000895159;411.4;5.0481
411.6;0.002422702;411.6;4.6157
411.8;0.020272159;411.8;3.6931
412;0.003198159;412;4.4951
412.2;0.000856643;412.2;5.0672
412.4;0.000429932;412.4;5.3666
412.6;0.000294171;412.6;5.5314
412.8;0.000246547;412.8;5.6081
413;0.000242326;413;5.6156
413.2;0.000274916;413.2;5.5608
413.4;0.000360994;413.4;5.4425
413.6;0.000561436;413.6;5.2507
413.8;0.001091943;413.8;4.9618
414;0.002935621;414;4.5323
414.2;0.008653663;414.2;4.0628
414.4;0.004977371;414.4;4.303
414.6;0.002059207;414.6;4.6863
414.8;0.001183859;414.8;4.9267
415;0.000844695;415;5.0733
415.2;0.000697268;415.2;5.1566
415.4;0.000639735;415.4;5.194
415.6;0.000637089;415.6;5.1958
415.8;0.000678578;415.8;5.1684
416;0.000765949;416;5.1158
416.2;0.000911381;416.2;5.0403
416.4;0.001136842;416.4;4.9443
416.6;0.001469265;416.6;4.8329
416.8;0.001898454;416.8;4.7216
417;0.002264123;417;4.6451
417.2;0.002254239;417.2;4.647
417.4;0.001853105;417.4;4.7321
417.6;0.001387395;417.6;4.8578
417.8;0.001042317;417.8;4.982
418;0.000825658;418;5.0832
418.2;0.00070291;418.2;5.1531
418.4;0.000648336;418.4;5.1882
418.6;0.000651028;418.6;5.1864
418.8;0.000715814;418.8;5.1452
419;0.000867561;419;5.0617
419.2;0.001156911;419.2;4.9367
419.4;0.001622184;419.4;4.7899
419.6;0.002001244;419.6;4.6987
419.8;0.00169083;419.8;4.7719
420;0.001066596;420;4.972
420.2;0.00064983;420.2;5.1872
420.4;0.000425893;420.4;5.3707
420.6;0.000305281;420.6;5.5153
420.8;0.000237903;420.8;5.6236
421;0.000199664;421;5.6997
421.2;0.000179184;421.2;5.7467
421.4;0.000171002;421.4;5.767
421.6;0.000172942;421.6;5.7621
421.8;0.000185012;421.8;5.7328
422;0.000209218;422;5.6794
422.2;0.000250092;422.2;5.6019
422.4;0.000316082;422.4;5.5002
422.6;0.000421502;422.6;5.3752
422.8;0.000589251;422.8;5.2297
423;0.000846253;423;5.0725
423.2;0.001194813;423.2;4.9227
423.4;0.001546322;423.4;4.8107
423.6;0.001738601;423.6;4.7598
423.8;0.001726633;423.8;4.7628
424;0.001622184;424;4.7899
424.2;0.001527214;424.2;4.8161
424.4;0.001484568;424.4;4.8284
424.6;0.001504181;424.6;4.8227
424.8;0.00158745;424.8;4.7993
425;0.001737001;425;4.7602
425.2;0.001959296;425.2;4.7079
425.4;0.002266209;425.4;4.6447
425.6;0.002668087;425.6;4.5738
425.8;0.003157912;425.8;4.5006
426;0.003642504;426;4.4386
426.2;0.003865449;426.2;4.4128
426.4;0.003535086;426.4;4.4516
426.6;0.002759942;426.6;4.5591
426.8;0.00195614;426.8;4.7086
427;0.001354254;427;4.8683
427.2;0.000958076;427.2;5.0186
427.4;0.000706318;427.4;5.151
427.6;0.000545632;427.6;5.2631
427.8;0.000441876;427.8;5.3547
428;0.000374283;428;5.4268
428.2;0.000330446;428.2;5.4809
428.4;0.000302901;428.4;5.5187
428.6;0.000287012;428.6;5.5421
428.8;0.000279576;428.8;5.5535
429;0.000278227;429;5.5556
429.2;0.000280996;429.2;5.5513
429.4;0.000285891;429.4;5.5438
429.6;0.000291206;429.6;5.5358
429.8;0.000295733;429.8;5.5291
430;0.000298951;430;5.5244
430.2;0.000301648;430.2;5.5205
430.4;0.00030507;430.4;5.5156
430.6;0.000311028;430.6;5.5072
430.8;0.000320996;430.8;5.4935
431;0.000335892;431;5.4738
431.2;0.000355386;431.2;5.4493
431.4;0.000376964;431.4;5.4237
431.6;0.000394639;431.6;5.4038
431.8;0.000399853;431.8;5.3981
432;0.000385656;432;5.4138
432.2;0.000352777;432.2;5.4525
432.4;0.000309457;432.4;5.5094
432.6;0.000265889;432.6;5.5753
432.8;0.000228402;432.8;5.6413
433;0.000199297;433;5.7005
433.2;0.000178484;433.2;5.7484
433.4;0.000165082;433.4;5.7823
433.6;0.000158343;433.6;5.8004
433.8;0.000157797;433.8;5.8019
434;0.000163795;434;5.7857
434.2;0.000177296;434.2;5.7513
434.4;0.000200632;434.4;5.6976
434.6;0.000237739;434.6;5.6239
434.8;0.000295733;434.8;5.5291
435;0.000386367;435;5.413
435.2;0.000527959;435.2;5.2774
435.4;0.000742164;435.4;5.1295
435.6;0.001026597;435.6;4.9886
435.8;0.00128736;435.8;4.8903
436;0.001357375;436;4.8673
436.2;0.00121927;436.2;4.9139
436.4;0.001014846;436.4;4.9936
436.6;0.000841008;436.6;5.0752
436.8;0.00071829;436.8;5.1437
437;0.000639146;437;5.1944
437.2;0.000593062;437.2;5.2269
437.4;0.000572664;437.4;5.2421
437.6;0.000573984;437.6;5.2411
437.8;0.000595799;437.8;5.2249
438;0.000640324;438;5.1936
438.2;0.000712689;438.2;5.1471
438.4;0.00082319;438.4;5.0845
438.6;0.000989692;438.6;5.0045
438.8;0.001233389;438.8;4.9089
439;0.001554533;439;4.8084
439.2;0.001859088;439.2;4.7307
439.4;0.001899766;439.4;4.7213
439.6;0.001565669;439.6;4.8053
439.8;0.001112756;439.8;4.9536
440;0.000758752;440;5.1199
440.2;0.000528689;440.2;5.2768
440.4;0.000385567;440.4;5.4139
440.6;0.000295869;440.6;5.5289
440.8;0.000238836;440.8;5.6219
441;0.000202302;441;5.694
441.2;0.000179473;441.2;5.746
441.4;0.000166533;441.4;5.7785
441.6;0.000161473;441.6;5.7919
441.8;0.000163682;441.8;5.786
442;0.00017358;442;5.7605
442.2;0.000193019;442.2;5.7144
442.4;0.000225632;442.4;5.6466
442.6;0.000278227;442.6;5.5556
442.8;0.000362827;442.8;5.4403
443;0.000498999;443;5.3019
443.2;0.000709578;443.2;5.149
443.4;0.000980618;443.4;5.0085
443.6;0.001169499;443.6;4.932
443.8;0.001104842;443.8;4.9567
444;0.000882877;444;5.0541
444.2;0.00067515;444.2;5.1706
444.4;0.000531251;444.4;5.2747
444.6;0.000441062;444.6;5.3555
444.8;0.00038824;444.8;5.4109
445;0.000361993;445;5.4413
445.2;0.000356615;445.2;5.4478
445.4;0.00037051;445.4;5.4312
445.6;0.000405882;445.6;5.3916
445.8;0.000469029;445.8;5.3288
446;0.000572928;446;5.2419
446.2;0.000742164;446.2;5.1295
446.4;0.001023057;446.4;4.9901
446.6;0.001501758;446.6;4.8234
446.8;0.002318996;446.8;4.6347
447;0.003580964;447;4.446
447.2;0.004892153;447.2;4.3105
447.4;0.005180838;447.4;4.2856
447.6;0.004419773;447.6;4.3546
447.8;0.003517224;447.8;4.4538
448;0.002862859;448;4.5432
448.2;0.002454144;448.2;4.6101
448.4;0.002220752;448.4;4.6535
448.6;0.002109114;448.6;4.6759
448.8;0.002085451;448.8;4.6808
449;0.002129119;449;4.6718
449.2;0.002227922;449.2;4.6521
449.4;0.002376293;449.4;4.6241
449.6;0.002573949;449.6;4.5894
449.8;0.002827483;449.8;4.5486
450;0.003155005;450;4.501
450.2;0.003587567;450.2;4.4452
450.4;0.004165815;450.4;4.3803
450.6;0.004930603;450.6;4.3071
450.8;0.005866783;450.8;4.2316
451;0.006781098;451;4.1687
451.2;0.00719449;451.2;4.143
451.4;0.006675749;451.4;4.1755
451.6;0.005456322;451.6;4.2631
451.8;0.004158149;451.8;4.3811
452;0.00312896;452;4.5046
452.2;0.002407133;452.2;4.6185
452.4;0.001921321;452.4;4.7164
452.6;0.001599926;452.6;4.7959
452.8;0.001391233;452.8;4.8566
453;0.001261828;453;4.899
453.2;0.001193164;453.2;4.9233
453.4;0.001174357;453.4;4.9302
453.6;0.001202264;453.6;4.92
453.8;0.001279676;453.8;4.8929
454;0.001415142;454;4.8492
454.2;0.001624426;454.2;4.7893
454.4;0.00193019;454.4;4.7144
454.6;0.002361022;454.6;4.6269
454.8;0.002938326;454.8;4.5319
455;0.003638313;455;4.4391
455.2;0.004331118;455.2;4.3634
455.4;0.004773094;455.4;4.3212
455.6;0.004775293;455.6;4.321
455.8;0.004401493;455.8;4.3564
456;0.003873468;456;4.4119
456.2;0.003366666;456.2;4.4728
456.4;0.00295597;456.4;4.5293
456.6;0.00264972;456.6;4.5768
456.8;0.002437811;456.8;4.613
457;0.002303563;457;4.6376
457.2;0.00223563;457.2;4.6506
457.4;0.002226896;457.4;4.6523
457.6;0.002273003;457.6;4.6434
457.8;0.002374105;457.8;4.6245
458;0.002531629;458;4.5966
458.2;0.002745997;458.2;4.5613
458.4;0.003010925;458.4;4.5213
458.6;0.003301414;458.6;4.4813
458.8;0.003563691;458.8;4.4481
459;0.003715352;459;4.43
459.2;0.003677054;459.2;4.4345
459.4;0.003431626;459.4;4.4645
459.6;0.003044388;459.6;4.5165
459.8;0.002616375;459.8;4.5823
460;0.002221775;460;4.6533
460.2;0.001895396;460.2;4.7223
460.4;0.001642102;460.4;4.7846
460.6;0.001454454;460.6;4.8373
460.8;0.0013216;460.8;4.8789
461;0.001233957;461;4.9087
461.2;0.001183859;461.2;4.9267
461.4;0.001165735;461.4;4.9334
461.6;0.001176251;461.6;4.9295
461.8;0.001211435;461.8;4.9167
462;0.001267068;462;4.8972
462.2;0.00133598;462.2;4.8742
462.4;0.001406048;462.4;4.852
462.6;0.001461167;462.6;4.8353
462.8;0.001484226;462.8;4.8285
463;0.001465548;463;4.834
463.2;0.001407343;463.2;4.8516
463.4;0.001323732;463.4;4.8782
463.6;0.001232821;463.6;4.9091
463.8;0.001149476;463.8;4.9395
464;0.001083428;464;4.9652
464.2;0.00103992;464.2;4.983
464.4;0.001022116;464.4;4.9905
464.6;0.001032761;464.6;4.986
464.8;0.001076217;464.8;4.9681
465;0.001159311;465;4.9358
465.2;0.0012936;465.2;4.8882
465.4;0.001498304;465.4;4.8244
465.6;0.001801773;465.6;4.7443
465.8;0.002247502;465.8;4.6483
466;0.002888019;466;4.5394
466.2;0.003755779;466.2;4.4253
466.4;0.004767602;466.4;4.3217
466.6;0.005596287;466.6;4.2521
466.8;0.005808982;466.8;4.2359
467;0.005362904;467;4.2706
467.2;0.004628071;467.2;4.3346
467.4;0.003934595;467.4;4.4051
467.6;0.003403298;467.6;4.4681
467.8;0.003042286;467.8;4.5168
468;0.00282488;468;4.549
468.2;0.002727721;468.2;4.5642
468.4;0.002735269;468.4;4.563
468.6;0.002841188;468.6;4.5465
468.8;0.00304579;468.8;4.5163
469;0.003354285;469;4.4744
469.2;0.003767038;469.2;4.424
469.4;0.004271693;469.4;4.3694
469.6;0.004821698;469.6;4.3168
469.8;0.005334577;469.8;4.2729
470;0.00570033;470;4.2441
470.2;0.005834451;470.2;4.234
470.4;0.005726642;470.4;4.2421
470.6;0.005438761;470.6;4.2645
470.8;0.005061742;470.8;4.2957
471;0.004664445;471;4.3312
471.2;0.004288447;471.2;4.3677
471.4;0.003948208;471.4;4.4036
471.6;0.003645021;471.6;4.4383
471.8;0.003375981;471.8;4.4716
472;0.003136895;472;4.5035
472.2;0.002925499;472.2;4.5338
472.4;0.002742837;472.4;4.5618
472.6;0.002590001;472.6;4.5867
472.8;0.002469449;472.8;4.6074
473;0.002384515;473;4.6226
473.2;0.002338299;473.2;4.6311
473.4;0.002332921;473.4;4.6321
473.6;0.002373012;473.6;4.6247
473.8;0.002461501;473.8;4.6088
474;0.002601956;474;4.5847
474.2;0.002793187;474.2;4.5539
474.4;0.003026913;474.4;4.519
474.6;0.003274915;474.6;4.4848
474.8;0.00348578;474.8;4.4577
475;0.003585915;475;4.4454
475.2;0.003520465;475.2;4.4534
475.4;0.003286245;475.4;4.4833
475.6;0.002943744;475.6;4.5311
475.8;0.002572764;475.8;4.5896
476;0.002231516;476;4.6514
476.2;0.001947601;476.2;4.7105
476.4;0.001725838;476.4;4.763
476.6;0.001562788;476.6;4.8061
476.8;0.001449773;476.8;4.8387
477;0.001381338;477;4.8597
477.2;0.001352384;477.2;4.8689
477.4;0.001361758;477.4;4.8659
477.6;0.001410263;477.6;4.8507
477.8;0.00150245;477.8;4.8232
478;0.001645508;478;4.7837
478.2;0.001850973;478.2;4.7326
478.4;0.002134027;478.4;4.6708
478.6;0.002510152;478.6;4.6003
478.8;0.002987446;478.8;4.5247
479;0.003549768;479;4.4498
479.2;0.004128573;479.2;4.3842
479.4;0.00459198;479.4;4.338
479.6;0.004802861;479.6;4.3185
479.8;0.004714113;479.8;4.3266
480;0.004402506;480;4.3563
480.2;0.003998527;480.2;4.3981
480.4;0.003604956;480.4;4.4431
480.6;0.0032719;480.6;4.4852
480.8;0.0030137;480.8;4.5209
481;0.002829437;481;4.5483
481.2;0.002712064;481.2;4.5667
481.4;0.002652772;481.4;4.5763
481.6;0.002646671;481.6;4.5773
481.8;0.002689676;481.8;4.5703
482;0.002780353;482;4.5559
482.2;0.002916755;482.2;4.5351
482.4;0.003100987;482.4;4.5085
482.6;0.003334264;482.6;4.477
482.8;0.003617429;482.8;4.4416
483;0.003950026;483;4.4034
483.2;0.004327131;483.2;4.3638
483.4;0.004733692;483.4;4.3248
483.6;0.005142804;483.6;4.2888
483.8;0.005510614;483.8;4.2588
484;0.005778299;484;4.2382
484.2;0.005887081;484.2;4.2301
484.4;0.005803634;484.4;4.2363
484.6;0.005539875;484.6;4.2565
484.8;0.005143989;484.8;4.2887
485;0.004687054;485;4.3291
485.2;0.004229607;485.2;4.3737
485.4;0.00381417;485.4;4.4186
485.6;0.003460987;485.6;4.4608
485.8;0.003178337;485.8;4.4978
486;0.002963466;486;4.5282
486.2;0.002813844;486.2;4.5507
486.4;0.002723328;486.4;4.5649
486.6;0.002689057;486.6;4.5704
486.8;0.00270832;486.8;4.5673
487;0.002777794;487;4.5563
487.2;0.002895343;487.2;4.5383
487.4;0.003054921;487.4;4.515
487.6;0.003242649;487.6;4.4891
487.8;0.003433207;487.8;4.4643
488;0.003590046;488;4.4449
488.2;0.003669442;488.2;4.4354
